hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,school
6,63,1,5,1,48,C
5,60,0,9,2,46,C
9,80,1,9,9,79,C
9,85,1,6,9,83,C
1,94,1,8,6,70,C
3,92,1,8,3,73,C
9,55,1,8,5,56,C
2,95,0,7,7,71,C
4,94,1,4,7,76,C
4,64,0,8,6,49,C
2,65,1,8,1,43,C
3,88,0,9,1,67,C
3,84,1,5,2,63,C
1,48,1,5,3,18,C
6,54,0,6,0,43,D
8,78,0,6,4,72,D
3,72,1,6,6,57,D
5,40,1,8,9,25,D
1,44,0,5,4,15,D
7,95,1,6,6,88,D
1,48,1,5,4,24,D
9,83,0,8,9,81,D
8,45,1,9,7,40,D
7,67,1,8,6,60,D
7,84,0,6,0,73,D
5,65,1,8,0,52,D
5,67,0,8,4,53,D
5,79,0,5,1,65,D
1,54,1,4,8,30,D
8,45,1,7,1,39,D
1,66,0,6,8,43,D
4,77,0,4,9,59,D
9,43,1,9,1,38,D
9,50,0,6,3,44,D
5,60,1,4,2,44,D
4,69,0,8,5,53,D
3,57,0,6,3,37,D
3,74,0,4,8,52,D
5,42,1,7,8,30,D
1,51,0,8,9,22,D
5,66,0,6,8,51,D
6,92,0,9,2,82,D
7,69,0,9,2,63,D
9,60,1,6,3,58,D
3,77,0,4,8,58,D
2,60,1,6,5,38,D
3,99,0,8,8,80,D
9,77,0,5,7,70,D
7,79,1,9,6,72,D
9,54,1,4,4,48,D
2,57,0,7,8,36,D
5,91,0,6,3,73,D
4,68,0,8,3,51,D
2,87,1,6,7,63,D
9,77,0,7,3,74,D
9,99,1,8,6,98,D
6,60,0,7,3,45,D
6,56,1,8,0,45,D
8,80,1,5,9,74,D
6,90,1,9,8,81,D
1,57,0,8,3,30,D
4,96,0,7,2,77,D
7,94,1,4,2,86,D
2,76,1,9,8,58,D
9,99,1,5,7,99,D
8,77,0,6,9,69,D
8,51,0,5,6,47,D
7,50,0,5,6,42,D
4,87,1,6,3,73,D
2,91,0,8,2,71,D
3,88,0,5,3,68,D
6,59,0,9,5,47,D
5,48,1,5,3,31,D
8,40,0,4,3,31,D
6,97,0,9,1,86,D
6,42,0,4,6,27,D
1,60,0,9,5,32,D
4,62,0,7,1,41,D
5,48,1,6,4,33,D
3,93,1,9,5,75,D
9,58,1,9,4,57,D
1,84,1,8,3,59,D
6,94,0,8,8,87,D
6,85,0,7,2,72,D
5,91,1,8,1,78,D
5,58,1,8,8,46,D
5,62,1,4,7,47,D
6,66,0,8,8,58,D
8,66,0,8,9,63,D
2,78,0,7,2,56,D
6,75,1,7,0,62,D
1,51,1,5,0,23,D
4,94,1,8,2,73,D
3,66,0,8,3,46,D
9,85,0,9,1,80,D
3,73,1,8,7,59,D
6,72,1,4,2,60,D
1,67,0,9,3,41,D
6,70,0,8,5,61,D
4,71,1,4,9,51,D
8,89,1,5,5,82,D
9,59,0,9,1,55,D
4,79,1,6,5,64,D
6,74,1,8,3,61,D
1,70,0,9,4,44,D
4,97,1,7,6,81,D
7,70,0,9,6,64,D
1,77,1,7,5,53,D
8,61,0,8,9,55,D
6,84,1,4,5,72,D
5,80,1,7,5,65,D
9,48,1,9,3,44,D
2,91,0,9,2,70,D
5,48,1,7,0,34,D
6,54,1,5,2,41,D
7,52,0,5,2,43,D
5,61,1,5,8,48,D
9,55,0,7,2,46,D
1,71,0,7,7,47,D
7,41,0,9,7,37,D
7,65,1,8,2,56,D
4,53,0,8,9,40,D
9,98,1,4,9,96,D
5,77,0,7,5,63,D
4,73,1,8,7,58,D
7,47,0,8,7,36,D
4,75,0,5,9,61,D
3,60,1,5,9,39,D
9,95,0,5,8,90,D
8,85,1,6,8,79,D
1,82,0,8,7,58,D
7,95,1,5,6,89,D
9,67,0,5,9,64,D
8,85,0,7,2,78,D
8,83,1,9,6,79,D
6,87,0,5,3,72,D
4,45,1,7,1,26,D
8,59,1,4,7,52,D
3,70,0,5,1,49,D
9,72,0,9,0,66,D
2,83,0,7,4,59,D
2,46,1,9,9,28,D
7,47,1,5,8,39,D
4,48,0,4,4,31,D
8,41,1,5,1,33,D
9,56,0,7,9,57,D
7,91,0,4,3,83,D
5,84,0,4,7,69,D
8,76,1,4,6,71,D
4,81,1,6,4,62,D
2,83,0,7,3,58,D
6,56,1,6,4,46,D
9,92,0,9,6,93,D
1,77,0,4,4,48,D
7,74,1,6,7,68,D
9,99,0,5,6,97,D
9,86,0,6,6,82,D
3,78,0,8,8,57,D
5,69,0,9,7,55,D
8,45,0,4,7,37,D
8,43,1,4,5,35,D
4,90,1,9,6,72,D
1,76,0,9,7,51,D
1,74,1,7,4,50,D
4,97,0,5,9,82,D
6,96,0,9,1,84,D
8,48,0,9,6,46,D
6,45,0,7,9,34,D
9,52,1,9,2,55,D
9,98,1,6,9,95,D
2,61,0,8,7,40,D
1,67,1,8,5,42,D
2,69,0,8,3,45,D
5,91,1,9,1,80,D
4,75,0,8,6,60,D
4,41,0,5,0,21,D
9,97,0,6,6,95,D
8,75,1,8,9,72,D
6,47,1,4,9,35,D
1,84,0,9,6,58,D
2,81,1,6,9,59,D
6,89,1,5,2,77,D
2,48,1,8,3,23,D
5,40,1,5,3,26,D
5,52,1,9,3,39,D
6,89,1,8,8,79,D
6,54,1,4,5,39,D
6,71,1,6,9,61,D
2,73,1,4,8,47,D
3,82,1,8,3,63,D
6,70,1,7,6,61,D
8,53,1,6,9,51,D
1,93,1,5,8,68,D
1,86,0,8,9,66,D
2,53,0,4,2,29,D
6,87,1,9,2,78,D
9,94,1,7,5,94,D
4,68,1,9,7,56,D
3,86,0,8,0,68,D
8,58,0,5,3,50,D
9,66,1,4,7,62,D
5,48,1,6,5,31,D
9,76,1,7,1,73,D
2,76,1,8,7,57,D
3,82,1,8,0,60,D
7,67,0,8,0,56,D
7,91,1,8,6,88,D
6,96,0,4,9,84,D
6,63,1,6,2,48,D
2,67,1,5,7,41,D
6,75,0,7,8,65,D
4,91,0,8,7,74,D
3,57,1,9,0,38,D
2,64,0,8,0,40,D
1,74,1,6,5,49,D
5,43,0,6,0,30,D
2,53,0,4,7,29,D
2,78,1,4,5,57,D
7,65,1,9,4,58,D
8,47,0,9,5,40,D
8,63,1,4,3,60,D
4,55,0,7,0,41,D
1,59,0,9,6,34,D
7,54,1,4,9,46,D
1,46,0,8,8,24,D
4,97,1,4,3,79,D
8,56,1,7,3,52,D
2,61,0,4,8,36,D
6,61,1,4,3,52,D
6,93,0,8,9,84,D
9,51,0,9,3,50,D
5,57,1,8,7,47,D
4,95,1,8,3,81,D
5,85,0,4,8,70,D
5,86,1,8,7,77,D
8,54,0,6,4,49,D
8,76,0,5,8,70,D
2,55,0,5,7,28,D
7,44,0,8,9,36,D
8,41,0,9,3,34,D
6,91,1,7,3,80,D
5,67,0,8,0,51,D
9,96,0,9,3,95,D
3,80,0,8,7,60,D
4,93,0,4,4,78,D
9,66,0,9,5,65,D
6,70,0,7,3,57,D
8,80,1,8,4,75,D
7,75,1,6,9,69,D
2,86,0,9,7,62,D
3,82,0,5,8,63,D
1,40,0,9,2,11,D
9,89,1,6,9,91,D
7,68,0,6,3,58,D
1,40,0,6,0,15,D
3,47,0,7,4,24,D
4,96,0,7,3,80,D
4,55,0,9,5,36,D
5,97,0,7,5,83,D
3,67,1,5,9,49,D
3,61,0,4,5,41,D
1,57,0,9,2,33,D
7,61,0,8,6,52,D
1,80,0,8,2,52,D
2,51,0,9,5,31,D
4,58,0,4,9,38,D
4,64,0,8,0,45,D
5,89,0,9,7,79,D
2,98,0,9,6,78,D
4,44,1,6,8,24,D
1,98,1,5,2,72,D
2,73,1,8,7,52,D
1,78,0,5,1,50,D
4,98,1,9,8,83,D
4,49,1,4,0,32,D
7,86,1,9,9,84,D
9,96,1,8,6,95,D
9,46,0,5,9,43,D
5,99,1,6,0,82,D
1,76,1,6,5,54,D
1,86,0,9,0,59,D
6,91,1,4,3,78,D
2,99,0,7,6,79,D
8,91,1,8,1,87,D
9,54,1,9,2,53,D
4,81,1,6,3,65,D
5,63,0,6,5,48,D
8,65,1,4,8,61,D
3,65,1,6,3,41,D
5,85,0,8,5,75,D
3,65,1,4,6,44,D
3,97,1,5,3,79,D
3,49,1,4,5,29,D
7,56,1,8,2,44,D
7,92,1,8,4,85,D
7,53,0,5,9,40,D
8,41,0,9,3,36,D
5,87,0,4,6,72,D
5,52,1,8,5,36,D
4,66,1,8,6,51,D
7,48,1,5,5,38,D
4,46,1,7,1,28,D
2,87,1,4,6,59,D
4,49,0,8,7,30,D
8,95,0,6,6,88,D
9,93,0,5,3,87,D
3,48,1,7,3,27,D
7,61,0,7,4,51,D
9,62,0,5,8,59,D
4,46,0,7,4,23,D
3,87,0,8,1,71,D
5,48,1,7,4,33,D
1,66,1,4,2,38,D
3,63,0,6,9,45,D
8,68,0,8,7,67,D
8,56,0,5,9,49,D
4,59,0,6,9,44,D
2,46,0,9,1,22,D
8,82,0,8,3,79,D
8,79,0,6,4,74,D
4,46,0,7,3,26,D
3,67,0,9,4,49,D
2,58,1,5,9,33,D
9,59,0,5,3,53,D
1,83,1,4,2,53,D
7,78,1,7,0,69,D
5,79,0,4,3,65,D
8,46,0,4,8,37,D
4,45,1,7,0,28,D
7,64,1,8,6,56,D
5,80,0,9,2,64,D
5,98,1,4,7,83,D
9,52,0,6,5,50,D
9,78,0,9,0,77,D
9,79,1,8,9,79,D
6,61,0,7,4,49,D
6,88,1,5,7,77,D
5,56,0,8,2,40,D
9,87,0,4,3,83,D
8,61,1,6,6,53,D
7,73,1,9,5,66,D
7,47,0,7,6,42,D
6,88,0,5,8,76,D
5,84,1,9,8,75,D
4,57,0,6,1,40,D
3,63,1,5,2,45,D
3,99,1,7,3,73,D
6,93,1,9,5,84,D
4,99,0,8,4,84,D
6,81,1,4,5,71,D
3,41,0,7,7,23,D
4,41,1,6,1,24,D
9,66,0,8,5,64,D
5,53,0,9,8,38,D
7,87,1,5,4,74,D
2,78,1,8,0,58,D
5,92,1,8,7,78,D
9,92,0,6,3,88,D
3,95,0,4,7,76,D
9,51,0,8,3,48,D
6,71,1,8,7,59,D
4,67,1,4,8,46,D
7,94,1,4,4,84,D
8,67,1,5,4,61,D
6,85,1,9,1,76,D
5,64,0,5,8,49,D
6,43,1,4,3,30,D
5,65,0,7,2,47,D
8,75,1,4,1,70,D
1,89,1,5,2,69,D
7,42,1,6,3,35,D
2,40,1,6,8,20,D
9,56,1,9,5,55,D
1,46,0,8,9,19,D
6,87,1,6,4,74,D
9,44,0,5,8,42,D
1,58,0,6,7,34,D
4,78,0,7,5,59,D
4,85,0,4,2,67,D
9,73,1,4,6,70,D
5,74,1,5,9,61,D
5,88,1,8,5,76,D
6,55,1,4,7,44,D
1,79,1,6,5,50,D
1,89,0,7,9,68,D
9,86,1,8,3,87,D
3,78,1,8,9,60,D
4,66,0,8,6,47,D
1,80,1,4,6,55,D
9,77,1,9,7,73,D
8,89,0,8,1,87,D
2,89,1,5,5,66,D
8,64,0,6,2,56,D
7,65,0,9,7,59,D
6,95,1,7,3,83,D
1,53,0,6,3,26,D
7,53,1,5,1,41,D
7,53,1,5,5,45,D
9,64,1,9,5,63,D
1,75,0,6,0,50,D
2,43,0,4,7,15,D
9,86,0,5,2,79,D
9,54,0,8,0,49,D
6,71,0,7,9,63,D
6,57,0,7,0,42,D
4,53,0,5,0,32,D
4,97,0,8,4,84,D
5,40,0,6,4,26,D
3,81,0,7,0,62,D
1,59,0,8,4,33,D
1,49,1,8,6,28,D
7,49,0,4,4,36,D
1,98,1,5,8,73,D
1,63,1,8,3,37,D
3,73,1,6,8,53,D
4,67,1,7,7,48,D
4,66,0,4,0,48,D
2,79,1,6,3,54,D
1,40,1,7,6,12,D
3,72,1,5,0,46,D
4,43,0,6,7,24,D
3,46,1,7,1,26,D
8,48,1,4,7,42,D
1,55,0,7,3,28,D
2,44,0,8,7,20,D
7,73,0,4,0,61,D
4,99,0,6,4,80,D
8,62,0,9,8,62,D
3,82,0,5,6,59,D
6,89,0,4,2,74,D
9,64,0,4,3,59,D
1,96,0,4,9,68,D
1,90,1,7,6,66,D
8,52,0,8,5,43,D
3,63,1,9,3,44,D
5,50,1,5,2,34,D
1,91,0,5,1,62,D
5,90,0,8,9,77,D
6,56,0,7,8,44,D
8,76,0,7,2,69,D
3,52,1,8,6,35,D
3,66,1,8,0,50,D
9,59,0,6,7,50,D
4,72,1,7,0,54,D
4,81,0,4,1,59,D
7,71,1,5,0,60,D
2,47,1,7,3,25,D
8,95,0,8,1,94,D
6,68,0,4,0,53,D
3,79,1,6,0,59,D
9,58,0,9,1,53,D
5,45,1,6,5,29,D
8,83,0,4,1,73,D
7,99,0,4,1,87,D
8,78,0,8,7,72,D
7,87,0,9,4,82,D
3,80,0,8,7,60,D
2,60,0,5,7,38,D
7,96,0,9,1,89,D
3,61,1,9,6,45,D
3,81,0,5,8,57,D
2,49,1,6,7,27,D
4,49,0,4,8,31,D
8,91,1,6,7,86,D
1,68,0,8,3,45,D
1,55,0,7,9,30,D
5,40,1,8,6,28,D
5,56,0,7,8,43,D
1,69,0,4,8,43,D
6,65,0,4,3,52,D
1,92,0,9,6,68,D
5,85,0,4,5,73,D
9,58,1,5,2,56,D
5,92,0,5,9,78,D
6,60,1,7,5,49,D
8,56,1,6,7,52,D
1,85,1,9,1,62,D
2,79,1,6,2,59,D
9,60,1,7,7,60,D
3,92,1,5,3,71,D
6,80,1,8,3,68,D
5,79,1,9,1,68,D
2,84,0,7,9,63,D
7,88,1,6,0,77,D
4,58,0,7,6,43,D
1,99,1,7,3,77,D
4,46,1,4,5,28,D
6,56,0,5,7,47,D
7,40,1,9,6,34,D
7,76,0,4,6,64,D
7,96,1,5,5,88,D
3,45,0,7,3,21,D
6,65,0,5,3,53,D
8,41,1,6,8,34,D
4,98,1,9,4,83,D
8,71,1,4,8,67,D
2,96,1,9,8,75,D
9,87,0,7,3,88,D
9,93,0,6,1,87,D
8,44,0,5,1,32,D
1,76,0,5,8,50,D
2,70,0,6,8,50,D
6,51,0,5,2,38,D
5,74,0,4,4,57,D
9,69,1,8,4,64,D
5,87,1,5,1,71,D
2,45,1,7,1,19,D
4,54,1,5,9,38,D
9,54,1,9,0,52,D
1,55,1,7,1,27,D
1,59,1,5,6,32,D
7,52,1,5,0,45,D
3,83,0,7,0,61,D
2,81,1,4,8,57,D
9,85,1,8,1,83,D
3,70,1,8,3,48,D
2,73,0,4,2,50,D
8,68,1,5,3,61,D
6,42,0,8,6,29,D
6,48,0,4,9,37,D
7,50,1,4,1,39,D
7,50,0,8,1,39,D
6,64,1,7,8,54,D
4,61,1,6,5,46,D
9,81,1,7,6,78,D
6,97,0,5,4,83,D
4,85,1,7,4,64,D
3,48,1,9,3,26,D
4,59,1,6,7,41,D
3,98,0,6,6,76,D
2,60,0,4,9,35,D
5,49,0,9,1,39,D
2,61,0,5,1,39,D
6,68,1,4,5,54,D
3,48,1,7,0,28,D
6,44,0,7,6,30,D
9,79,1,8,7,81,D
1,50,0,4,9,24,D
6,40,1,9,7,32,D
9,92,1,4,2,87,D
4,81,0,4,6,66,D
2,40,0,4,0,13,D
4,97,1,6,2,76,D
1,93,0,8,5,68,D
3,78,1,5,8,57,D
9,99,1,5,4,98,D
5,85,1,5,4,69,D
6,44,1,6,8,34,D
3,88,0,8,8,68,D
5,61,1,9,5,47,D
8,65,1,8,4,60,D
6,92,1,6,9,83,D
4,45,0,9,1,25,D
2,71,1,4,7,50,D
9,87,0,7,7,87,D
1,50,0,4,6,22,D
1,49,0,5,7,22,D
4,86,0,4,2,62,D
7,78,0,6,2,72,D
1,94,0,5,1,66,D
9,73,0,7,0,71,D
4,70,1,9,2,53,D
3,51,1,9,2,32,D
1,90,0,5,6,65,D
4,83,0,4,9,65,D
9,55,0,8,8,50,D
6,77,1,8,0,66,D
6,42,0,9,7,29,D
1,41,1,8,0,13,D
2,91,1,5,2,66,D
6,44,0,8,3,32,D
2,50,1,6,7,26,D
3,97,0,9,0,75,D
4,64,0,7,1,46,D
5,74,0,8,4,62,D
9,74,1,6,5,69,D
4,61,0,6,4,43,D
9,76,1,5,2,74,D
3,61,0,9,9,43,D
8,94,0,5,6,86,D
1,50,0,7,0,24,D
9,71,0,7,1,67,D
9,74,0,4,8,71,D
2,70,1,7,3,48,D
4,84,0,9,7,64,D
8,92,0,9,8,88,D
7,47,0,5,6,39,D
1,59,1,6,0,35,D
5,81,0,4,4,67,D
7,73,0,7,5,65,D
4,43,0,6,7,27,D
1,57,0,5,9,32,D
9,90,1,8,7,89,D
5,43,0,4,8,30,D
2,59,1,9,8,37,D
8,97,1,6,3,91,D
2,48,1,5,5,26,D
3,55,1,5,2,32,D
1,65,0,4,0,34,D
2,77,0,4,5,51,D
7,64,1,7,0,56,D
2,43,1,7,8,26,D
6,80,1,9,5,73,D
3,98,0,9,0,80,D
4,84,1,4,2,69,D
8,80,1,4,0,73,D
3,77,1,6,1,55,D
6,92,1,7,5,82,D
1,58,1,5,6,32,D
7,53,0,7,0,41,D
8,60,1,7,9,55,D
8,54,0,4,4,43,D
3,42,0,4,5,20,D
1,76,0,7,3,50,D
9,92,0,8,5,90,D
6,89,0,8,4,82,D
9,85,1,9,6,85,D
7,55,0,7,3,49,D
1,53,0,8,0,24,D
1,48,1,9,1,25,D
6,86,0,9,5,76,D
5,46,1,7,9,33,D
9,53,1,9,1,48,D
2,45,1,4,4,21,D
8,60,1,4,3,58,D
5,54,1,4,6,40,D
2,91,0,5,3,67,D
6,47,1,4,6,35,D
8,73,1,4,7,68,D
4,79,0,7,6,66,D
2,40,0,8,1,16,D
5,71,0,8,0,57,D
2,97,0,4,4,73,D
2,88,1,4,6,64,D
6,90,0,4,0,77,D
9,44,1,9,7,46,D
4,69,0,7,2,50,D
6,61,0,7,6,50,D
7,59,0,7,2,51,D
6,55,0,8,3,43,D
8,46,0,5,7,40,D
4,46,1,8,1,30,D
1,89,1,7,5,63,D
7,89,1,6,9,82,D
3,41,0,5,8,20,D
6,86,1,4,9,73,D
2,53,0,9,8,32,D
9,70,0,8,4,67,D
1,89,1,9,2,69,D
6,80,1,5,5,67,D
6,53,0,6,8,44,D
5,44,0,5,5,29,D
5,50,1,8,3,38,D
1,79,0,7,4,52,D
5,44,1,4,6,25,D
2,68,1,7,9,46,D
7,50,0,7,2,42,D
3,44,0,8,8,24,D
4,88,0,7,0,70,D
3,93,0,7,7,78,D
3,71,1,8,4,51,D
4,75,0,8,9,61,D
5,54,1,6,8,38,D
1,58,1,7,1,34,D
4,61,0,5,0,42,D
8,73,1,4,9,68,D
7,95,0,9,6,87,D
9,56,0,4,9,53,D
5,51,1,8,8,39,D
4,64,1,9,4,45,D
8,95,1,8,3,89,D
9,56,0,6,3,53,D
7,49,0,7,7,39,D
7,67,1,8,0,59,D
5,96,0,8,0,81,D
4,57,0,4,7,40,D
1,90,1,7,1,64,D
7,57,0,6,9,53,D
1,84,1,8,5,56,D
1,71,1,8,1,44,D
5,53,1,8,4,41,D
9,95,0,4,2,91,D
6,55,1,8,6,46,D
3,89,1,8,8,65,D
3,97,1,4,1,76,D
7,57,1,8,6,50,D
6,55,0,7,7,45,D
9,56,1,7,9,55,D
6,46,0,4,7,33,D
5,51,1,7,6,37,D
7,73,0,9,3,63,D
1,49,0,9,3,24,D
7,44,0,9,9,37,D
3,60,0,6,8,39,D
9,42,1,8,9,41,D
6,58,1,6,8,46,D
9,84,0,7,4,78,D
5,83,0,4,6,69,D
7,74,0,9,6,71,D
4,45,1,4,8,28,D
7,53,0,6,6,45,D
1,43,0,7,7,20,D
7,84,1,8,6,81,D
8,90,1,7,3,85,D
5,57,1,9,1,42,D
2,68,1,7,2,46,D
5,74,1,4,6,60,D
6,91,1,5,8,82,D
2,77,0,9,1,55,D
6,55,0,8,6,44,D
6,59,1,9,3,47,D
1,63,0,9,6,41,D
1,74,1,8,4,48,D
3,83,0,9,6,62,D
3,90,1,4,5,64,D
4,58,1,7,1,40,D
2,95,0,4,6,70,D
9,43,0,7,4,39,D
7,72,1,5,8,63,D
7,41,1,9,0,32,D
6,52,1,5,0,37,D
3,97,1,6,1,75,D
6,84,1,7,7,72,D
8,69,1,4,8,63,D
8,73,0,4,6,64,D
9,69,0,9,0,69,D
1,90,0,4,6,63,D
1,93,0,6,7,65,D
3,63,0,8,6,44,D
3,87,1,4,4,65,D
8,83,1,9,6,81,D
1,72,0,5,9,45,D
2,80,1,4,1,59,D
2,88,0,4,8,67,D
3,49,0,4,1,34,D
6,57,1,9,1,46,D
1,58,1,8,4,35,D
2,46,0,4,7,22,D
1,96,0,8,5,72,D
5,58,0,8,8,47,D
7,63,0,6,5,55,D
8,54,1,5,4,47,D
1,80,0,4,0,55,D
7,81,1,4,7,74,D
5,62,0,4,2,49,D
1,91,0,8,1,68,D
3,91,1,7,6,72,D
7,43,1,5,1,32,D
1,77,1,9,0,51,D
7,43,1,4,1,34,D
5,44,1,7,5,33,D
1,80,0,7,1,56,D
1,83,0,7,0,54,D
1,62,0,5,0,33,D
9,79,1,7,3,78,D
3,92,1,9,7,77,D
5,76,1,4,5,62,D
9,50,0,9,3,51,D
6,94,1,4,5,78,D
9,50,0,6,5,46,D
8,52,0,8,8,50,D
8,53,0,7,3,47,D
1,99,1,9,5,74,D
9,47,0,8,9,47,D
6,64,0,8,0,52,D
9,57,0,8,6,54,D
3,90,1,8,6,69,D
3,83,0,8,0,64,D
6,83,1,4,7,69,D
9,57,1,5,4,58,D
7,49,0,7,8,37,D
3,46,0,7,7,26,D
3,99,1,4,2,80,D
2,89,0,9,0,64,D
9,83,1,4,2,78,D
3,53,1,8,1,35,D
5,54,1,5,1,36,D
9,55,0,7,3,55,D
8,41,1,9,1,36,D
2,69,1,6,7,46,D
3,69,0,4,4,51,D
2,57,0,6,0,30,D
8,70,1,7,5,68,D
6,83,1,4,6,69,D
6,87,1,7,0,78,D
9,52,0,4,2,51,D
8,59,1,9,8,55,D
4,88,1,7,6,72,D
4,89,0,6,3,71,D
9,74,0,5,5,69,D
1,62,1,9,5,38,D
2,81,0,9,2,61,D
2,72,1,4,1,49,D
6,77,1,6,4,67,D
4,74,0,7,7,56,D
3,90,1,6,2,68,D
3,75,1,9,4,60,D
3,59,0,4,2,34,D
6,94,1,6,6,83,D
8,42,0,7,5,37,D
7,47,1,8,5,42,D
4,79,0,9,0,62,D
4,98,0,5,1,80,D
2,71,0,5,5,46,D
1,68,0,9,7,47,D
9,46,0,8,4,46,D
2,41,0,4,1,13,D
8,60,1,6,4,55,D
9,45,1,6,8,42,D
4,67,0,8,5,51,D
8,87,1,8,4,81,D
9,81,0,7,9,75,D
5,75,0,7,5,59,D
7,71,1,5,8,62,D
4,84,0,4,6,65,D
1,81,1,4,9,51,D
3,92,0,8,2,73,D
5,85,0,5,9,68,D
3,48,1,5,9,28,D
7,50,0,7,4,39,D
9,62,0,6,3,55,D
6,89,0,4,4,76,D
1,50,1,5,7,24,D
7,88,1,7,5,81,D
3,41,1,7,3,24,D
5,42,1,7,4,29,D
4,50,1,6,6,37,D
5,89,0,5,7,74,D
5,98,1,8,4,84,D
6,74,1,8,1,64,D
6,97,0,7,5,90,D
8,54,0,7,8,46,D
8,82,1,6,2,79,D
9,50,0,7,6,48,D
8,70,0,9,7,65,D
2,67,0,5,5,46,D
1,67,1,7,2,39,D
2,71,0,7,0,49,D
2,64,0,5,2,39,D
3,59,1,4,5,40,D
7,67,0,9,3,60,D
2,64,0,9,0,43,D
1,50,1,8,5,25,D
6,58,1,7,0,45,D
9,67,1,5,7,64,D
3,40,0,8,2,20,D
6,98,1,6,2,87,D
3,44,1,4,0,23,D
1,49,0,7,2,23,D
5,81,0,4,6,67,D
4,85,0,7,9,74,D
7,73,0,7,7,64,D
6,75,0,7,7,66,D
7,41,1,4,2,29,D
5,57,1,9,4,42,D
4,52,1,6,0,37,D
7,90,0,9,8,82,D
7,44,1,5,7,35,D
6,59,0,5,9,46,D
8,41,0,9,1,40,D
4,50,1,6,9,34,D
5,69,1,6,0,52,D
4,71,0,7,3,52,D
1,71,0,7,8,50,D
8,97,1,5,7,91,D
1,89,1,7,2,64,D
5,77,0,7,9,67,D
6,94,0,6,5,85,D
6,67,0,4,8,53,D
5,49,0,9,9,35,D
3,61,1,8,7,41,D
5,94,1,8,9,81,D
8,56,0,7,4,52,D
2,61,0,7,8,39,D
6,82,1,9,8,72,D
9,58,0,8,2,55,D
8,56,0,6,7,49,D
8,63,0,8,3,60,D
8,75,0,8,9,69,D
7,71,0,8,6,63,D
8,97,0,7,9,94,D
6,95,1,7,7,86,D
2,97,0,9,6,75,D
2,85,1,8,4,66,D
8,98,1,7,0,97,D
1,91,1,9,7,71,D
6,75,0,8,4,59,D
6,67,0,6,2,54,D
4,53,0,7,1,34,D
3,97,1,4,2,77,D
3,75,1,9,8,60,D
1,45,0,7,1,16,D
3,48,0,6,9,30,D
4,60,1,6,0,42,D
5,51,1,7,1,36,D
3,97,1,5,1,77,D
6,69,0,9,4,58,D
5,70,1,8,0,58,D
3,79,1,8,9,60,D
6,95,1,6,7,87,D
6,43,0,7,1,30,D
8,70,0,5,5,59,D
2,66,0,9,4,42,D
1,97,1,4,1,70,D
4,96,1,8,9,82,D
7,64,1,9,0,56,D
3,44,1,9,5,24,D
3,45,0,5,5,27,D
5,44,1,9,2,33,D
5,90,1,8,7,75,D
3,66,0,7,8,45,D
9,47,1,8,2,45,D
4,48,1,4,8,30,D
3,54,1,7,7,29,D
2,75,0,6,4,50,D
9,96,1,5,5,95,D
4,80,0,8,0,63,D
3,46,1,7,4,24,D
7,71,0,9,9,63,D
8,47,0,7,9,41,D
2,86,0,8,6,69,D
7,90,1,6,0,81,D
5,54,1,8,9,40,D
5,76,0,6,8,66,D
3,58,0,9,6,40,D
5,78,1,8,3,63,D
2,45,0,7,3,21,D
4,98,1,4,9,81,D
6,58,1,4,6,47,D
1,96,0,9,5,69,D
4,67,0,7,2,47,D
6,56,1,4,8,44,D
9,81,1,9,5,78,D
2,58,1,6,1,36,D
7,70,0,7,9,60,D
6,50,1,6,1,43,D
2,54,0,7,0,30,D
8,49,0,6,4,43,D
7,82,1,6,9,75,D
5,62,0,4,5,46,D
5,42,0,7,2,29,D
7,42,0,8,3,33,D
9,57,0,4,4,51,D
9,64,1,6,3,58,D
9,82,1,6,8,81,D
6,59,0,8,2,49,D
6,97,0,8,4,84,D
3,68,0,6,6,47,D
1,61,0,8,6,38,D
7,89,0,5,5,78,D
4,96,1,4,8,77,D
1,54,1,7,6,29,D
8,78,1,8,3,76,D
6,49,1,8,9,41,D
6,60,0,5,8,51,D
2,94,0,7,5,70,D
1,91,1,5,0,63,D
2,68,1,7,8,46,D
4,71,1,4,6,53,D
2,49,0,8,5,25,D
1,52,0,4,5,26,D
7,86,0,7,3,74,D
8,62,1,8,3,57,D
6,89,1,5,2,80,D
4,62,0,6,7,45,D
6,70,0,5,7,56,D
3,43,0,6,1,19,D
8,91,1,5,4,86,D
2,88,0,7,8,70,D
5,99,0,4,8,85,D
1,42,1,6,6,16,D
6,60,0,7,3,47,D
2,92,0,4,3,65,D
4,41,0,4,9,23,D
6,43,0,8,6,29,D
8,40,1,8,2,36,D
8,54,0,8,2,49,D
6,96,1,6,4,85,D
4,72,0,6,5,56,D
8,45,1,4,7,39,D
8,46,0,6,0,40,D
1,58,0,4,6,33,D
4,83,1,7,7,67,D
4,40,0,5,4,19,D
7,78,0,4,9,74,D
7,58,1,4,1,47,D
8,84,0,7,3,77,D
5,65,0,8,5,52,D
7,83,0,9,8,76,D
8,51,0,8,1,42,D
9,61,0,8,3,56,D
3,52,1,4,9,30,D
3,67,1,4,4,47,D
4,53,0,6,7,34,D
5,61,0,6,7,48,D
1,69,1,5,1,42,D
